Inspection ID,Opening date,DBA Name,AKA Name,License #,Facility Type,Risk,Address,City State Zip,Inspection Type,Inspection Date,Results,Violations
1321935,2008/03/07,Tres Jolie Patisserie,,2232657,Shared Kitchen User (Long Term),Risk 2 (Medium),4343 N Sacramento,",IL,60618",Consultation,02/13/2013,Pass,
1098829,2008/12/13,TAQUERO FUSION,TAQUERO FUSION,2232101,Mobile Food Dispenser,Risk 3 (Low),7770 FRONTAGE RD,"SKOKIE,IL,60077",License,02/11/2013,Fail,"1. SOURCE SOUND CONDITION, NO SPOILAGE, FOODS PROPERLY LABELED, SHELLFISH TAGS IN PLACE - Comments: NO DETAILED BLUEPRINT OF COMMISSARY FACILITIES, MUST PROVIDE BLUEPRINT. ALSO PROVIDE DOCUMENTATION (PHOTOS) OF LOADING DOCK/SERVICE AREA FACILITIES SUCH AS HOSE BIBBS AND WASTE WATER DISPOSAL FACILIITES.. SUBMIT VERIFICATION THAT HOSES ARE FOOD GRADE. | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: NO SCREEN FOR VENTILATION WINDOW, MUST PROVIDE, ALSO MUST KEEP SERVING WINDOW CLOSED IN BETWEEN CUSTOMERS OR ALSO PROVIDE SCREEN.  | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: MUST PROVIDE VERIFICATION THAT WATER INTAKE HOSE TO FRESH WATER STORAGE TANK IS FOOD GRADE. MUST PROVIDE MANUFACTURER INFOMATION/VERIFICATION."
1154857,2009/12/28,MCDONALDS #12003,MCDONALDS #12003,1043070,Restaurant,Risk 2 (Medium),8871 S KINGSTON AVE,"Chicago,IL,60617",Complaint,02/06/2013,Pass,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: CLEAN INTERIOR OF ICE MACHINE. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CLEAN INTERIOR AND EXTERIOR OF PREP COOLERS, FREEZERS, FRYERS, BEVERAGE MACHINES, NOZZLES, SPIGOTS, DRIP TRAYS, ETC. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: GROUT LOOSE FLOOR TILES IN ALL AREAS AS NEEDED, NEAR ICE MACHINE, BEHIND FRYERS, GRILL, ETC. CLEAN FLOOR UNDER ALL EQUIPMENT ALONG WALLS AND IN ALL CORNERS IN PREP AND STORAGE AREAS. REPLACE MISSING FLOOR TILE IN WOMEN WASHROOM. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: SEAL OPENINGS ALONG BASEBOARDS BEHIND PREP FREEZER ALONG WEST WALL, NEAR SODA DISPENSER UNITS, IN DINING AREA NEAR WASHROOMS, ETC. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: REPAIR LEAKING PRESSURE GAUGE BEHIND PRESSURIZED WATER TANKS. REPAIR COLD WATER HANDLE ABOVE ICE CREAM MACHINE."
1277680,2011/09/02,Duran European Sandwiches Cafe,Duran European Sandwiches Cafe,2202881,Restaurant,Risk 1 (High),529 N Milwaukee AVE,"Chicago,IL,60642",License Re-inspecshun,02/04/2013,Pass,"37. TOILET ROOM DOORS SELF CLOSING: DRESSING ROOMS WITH LOCKERS PROVIDED: COMPLETE SEPARATION FROM LIVING/SLEEPING QUARTERS - Comments: Toilet room door not self closing. Instructed to install self closing device. 
 | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: Violation #18 now corrected. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: Exposed brick in dining area not sealed. Instructed to apply non-toxic sealant to surface."
1286239,2005/01/31,JUST TURKEY RESTAURANT,JUST TURKEY RESTAURANT,2069326,Restaurant,Risk 1 (High),6606 W NORTH AVE,"Chicago,IL,60707",Canvass,01/31/2013,Out of Business,
1277675,2008/03/31,Chicago Academy for the Arts,Chicago Academy for the Arts,3200708,School,Risk 3 (Low),1010 W Chicago AVE,"Chicago,IL,60642",Complaint Re-inspection,01/30/2013,Pass,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments:  Floor in breakroom and boiler room not cleaned or maintained. Instructed to detail clean daily and remove debris. 
 | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: Walls not maintained in breakroom. Instructed to repair walls and seal all gaps and openings along wallbase and install coving along wallbase. | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: Violation #18 now corrected. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: Ventilation not provided in toilet rooms. Instructed to install exhaust fan or have windows open during operation."
1277671,2005/06/07,Duran European Sandwiches Cafe,Duran European Sandwiches Cafe,2202881,Restaurant,Risk 1 (High),529 N Milwaukee AVE,"Chicago,IL,60642",License,01/28/2013,Fail,"35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: Exposed brick in dining area not selaed. Instructed to apply non-toxic sealant to surface. | 37. TOILET ROOM DOORS SELF CLOSING: DRESSING ROOMS WITH LOCKERS PROVIDED: COMPLETE SEPARATION FROM LIVING/SLEEPING QUARTERS - Comments: Toilet room door not self closing. Instructed to install self closing device. | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: Side exit door not rodent proofed-1/4 gap across bottom. Instructed to rodent proof to prevent rodent and insect entry."
1290268,2006/12/14,Carson (New),Carson (New),70217,School,Risk 1 (High),2550 W 56th (5600S) ST,"chicago,IL,60629",canvass,01/18/2013,Pass,"35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: LIGHTSHIELDS IN PREP AREA NOT CLEAN. CLEAN SAME. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: CLUTTERED/ORGANIZED STORAGE ROOMS IN RM 130, 131, 132. INSTD TO REMOVE ANY UNNECESSARY ARTICLES AND ORGANIZE NEATLY."
1321419,2006/06/04,Carson (Old),Carson (Old),22601,School,Risk 1 (High),5516 S Maplewood (2532W) AVE,"chicago,IL,60629",Canavss,01/18/2013,Pass,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CRACKED/MISSING FLOOR TILES IN DRY STORAGE ROOM. INSTD TO REPAIR SAME SO AS FLOOR TO BE SMOOTH, EVEN, EASILY CLEANABLE SURFACE. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: SMALL LEAK AT PIPE UNDER 3-COMPARTMENT SINK. REPAIR SAME."
1277649,2009/02/17,CMM CATERING COMPANY,,2153524,Restaurant,Risk 1 (High),1527 W CHICAGO,"Chicago,IL,60642",License Re-inspection,01/15/2013,Pass,"21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: Violation #21 now corrected. | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: Violation #18 now corrected. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: Violation #32 now corrected. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: Cutting boards, cooking equipment, sinks, utensils and coolers not cleaned. Instructed to detail clean and sanitize daily. 
 | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: Floor not maintained through-out premises. Instructed to detail clean floor along wallbase in prep area and provide covers for floor drains. 
 | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: Unused walk-in cooler on premises. Instructed to remove equipment or repair walk-in cooler. 
 | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: Violation #40 now corrected. | 24. DISH WASHING FACILITIES: PROPERLY DESIGNED, CONSTRUCTED, MAINTAINED, INSTALLED, LOCATED AND OPERATED - Comments: Violation #24 now corrected."
1271499,2006/02/24,SUN FRESH MARKET & DELI,SUN FRESH MARKET & DELI,2021825,Grocery Store,Risk 1 (High),3640 N CENTRAL AVE,"CCHICAGO,IL,60634",Cnvass,01/14/2013,Pass,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: Floors under shelving in bsmt storage areas not clean, need detailed cleaning(corners), floors in 2nd floor storage areas, need detailed cleaning. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: Walls, ceiling in bsmt cooler that had exposed raw wood, gaps shall be repaired/sealed. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: Light shields in prep areas not clean, need detailed cleaning. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: Exhaust vents(ventilation)in walk in coolers not clean, need detailed cleaning(crevices). | 30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: Found food items not properly dated/labeled in walk in cooler, must date and label food items in walk in cooler. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: Walk in cooler shelving/racks that had rust, peeling paint, shall be repaired/replaced. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: Non food contact surfaces of walk in cooler shelving/racks not clean need detailed cleaning(crevices), non food contact surfaces of bsmt storage not clean, need detailed cleaning."
1277643,2006/03/21,Chicago Academy for the Arts,Chicago Academy for the Arts,3200708,School,Risk 3 (Low),1010 W Chicago AVE,"Chicago,IL,60642",Complaint,01/11/2013,Fail,"38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: Ventilation not provided in toilet rooms. Instructed to install exhaust fan or have windows open during operation. | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: Evidence of rodent activity on premises. Observed mice droppings-approximately 30 plus in cafetria/breakroom in southwest and northwest corners, and behind vending machine and radiator. Also, east door has 1/4 inch gap across bottom of door. Instructed to obtain licensed pest control company to service premises, provide pest control logbook with all required written documents including service invoice. Must remove all activity, detail clean and sanitize areas. Must rodent proof door to prevent rodent and insect entry. Serious citation issued 7-38-020. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: Floor in breakroom and boiler room not cleaned or maintained. Instructed to detail clean daily and remove debris. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: Walls not maintained in breakroom. Instructed to repair walls and seal all gaps and openings along wallbase and install coving along wallbase."
1072236,2007/09/27,THREE CHEFS RESTURANT,THREE CHEFS RESTURANT,2009471,Restaurant,Risk 1 (High),8125 S HALSTED ST,",IL,60620",Canvass,01/10/2013,Pass,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CLEAN INTERIOR BOTTOM OF DEEP FRYER. CLEAN AND MAINTAIN. | 31. CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES - Comments: INVERT PLATES AND BOWLS ON BOTTOM SHELF OF PREP TABLE IN KITCHEN TO PREVENT CONTAMINATION FROM THE ELEMENTS.PROPERLY STORE."
1277638,2005/07/02,CMM CATERING COMPANY,,2153524,Restaurant,Risk 1 (High),1527 W CHICAGO,"Chicago,IL,60642",License,01/09/2013,Fail,"21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: No Certified Food Manager on premises when potentially hazardous foods are being prepared and served-Vodka Sauce at 171.4 F. Instructed that a Certified Food Manager must be on premises during all hours of operation and original city of chicago certificate posted. Serious citation issued 7-38-012. | 24. DISH WASHING FACILITIES: PROPERLY DESIGNED, CONSTRUCTED, MAINTAINED, INSTALLED, LOCATED AND OPERATED - Comments: Dish washing facilities not maintained or operated. Low temp dish machine chlorine sanitizer at 0 ppm while in use. Instructed that chlorine sanitizer must sanitize at 100 ppm. 'Held for Inspection' tag placed on dishmachine. While running and draining water in bar and basement three compartment sink in middle, water cloudy with food debris coming up left and right sides. Instructed to detail clean grease trap and drainline to prevent inadeq2uate disposal of water at sink. Also, instructed to replace seals at dishmachine to prevent excessive water coming from sides. Serious citation issued 7-38-030. | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: Pest control logbook not provided or maintained on premises and outer openings not protected or rodent proofed. Instructed to have licensed pest control service premises and provided logbook with all required documents, including service invoice. Also, must rodent proof front, side and rear exit doors to seal gap 1/4 across bottom. Serious citation issued 7-38-020.  | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: Cutting boards, cooking equipment, sinks, utensils and coolers not cleaned. Instructed to detail clean and sanitize daily. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: Unused walk-in cooler and commercial oven on premises. Instructed to remove equipment or repair walk-in cooler and have oven under exhaust hood. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: Floor not maintained through-out premises. Instructed to detail clean floor along wallbase in prep area and provide covers for floor drains. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: Grease trap and prep tables rusted. Instructed to remove rust and apply non-toxic sealant. | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: Thermometer not visible inside all coolers. Instructed to provided thermometer conspicuous inside coolers."
1321230,2008/11/17,NJ GATES EVENTS,NJ GATES EVENTS,2114486,Shared Kitchen User (Long Term),Risk 1 (High),2131 S 6TH AVE,"MAYWOOD,IL,60153",License,01/09/2013,Pass,
1324241,2007/09/04,STARBUCKS COOFEE #279,STARBUCKS COFFEE,23077,Restaurant,Risk 2 (Medium),202 N Michigan AVE,"Chicago,IL,60601",Canvass,12/28/2012,Pass,"38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: FOUND REAR HAND SINK IN POOR REPAIR (LEAK AT FAUCET). ALSO LEAK FOUND AT THE FRONT DUMP SINK. MUST REPAIR AND MAINTAIN. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOORS NEED CLEANING UNDER 3 COMP SINK TO REMOVE SPILLS."
1279336,2005/01/21,UIC COLLEGE PREP,UIC COLLEGE PREP,2225460,School,Risk 1 (High),1231 S DAMEN,",IL,",Canvass,12/18/2012,Pass,"38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: THE FOLLOWING BATHROOMS HAVE INOPERATIVE PLUMBING INCLUDING: 3RD FLOOR GIRL'S WASHROOM HAS 2 OF 4 TOILETS BEING REPAIRED, THE 2ND FLOOR BOY'S HAS LOW WATER FLOW, 1ST FLOOR GIRLS SINK HAS TWO OF THREE FAUCETS INOPERATIVE. REPAIR SAID PLUMBING. | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: SEVERAL THERMOMETERS ARE DAMAGED IN THE KITCHEN COOLERS, REPLACE WITH INTACT, WORKING THERMOMETERS. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: THE DISH MACHINE IS INOPERATIVE AND HAS A SCALE DEPOSIT BUILDUP INSIDE, DE-LIME AND SANITIZE THE DISH MACHINE."
1296253,2006/11/04,ATTOCK SUBMARINE,ATTOCK SUBMARINE,2162440,Restaurant,Risk 2 (Medium),3006 E 92ND ST,"Chicago,IL,60617",Short Form Complaint,12/13/2012,Pass,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: violation corrected. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CLEAN DEBRIS AND OLD FOOD FROM STORAGE TABLE BY FREEZER."
1154709,2007/04/30,Black Magnet Branch,Black Magnet Branch,29382,School,Risk 1 (High),7133 S Coles (2500E),"chicago,IL,60649",Canvass Re-inspection,11/26/2012,Pass,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: PREMISES SERVICED BY QUALITY & EXCELLENCE PEST CONTROL ON 11-20-12 AND DOOR REPAIRED. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CLEAN FLOORS UNDER ALL EQUIPMENT, ALONG WALLS AND IN ALL CORNERS IN  DRY STORAGE, AUDITORIUM STORAGE. LUNCHROOM AND LUNCHROOM CLOSET AREAS. ELEVATE ALL STOCK OFF FLOOR IN AUDITORIUM STORAGE AREA. 
 | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: REPAIR CEILING IN MECHANICAL ROOM. SEAL ALL CRACKS IN WALL TILES IN WASHROOMS. REPLACE MISSING CEILING TILES IN LUNCHROOM. SEAL ALL OPENINGS IN WALLS AND CEILINGS IN DRY STORAGE AREA. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: REPAIR LEAKING FAUCET ON SINK IN TEACHERS LOUNGE. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: REMOVE ALL UNUSED EQUIPMENT AND ORGANIZE ALL STORAGE AREAS TO PREVENT PEST HARBORAGE. 
 | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CLEAN RADIATORS, HOT HOLDING UNITS, AND MILK COOLER IN LUNCHROOM."
1154704,2010/12/31,Black Magnet Branch,Black Magnet Branch,29382,School,Risk 1 (High),7133 S Coles (2500E),"chicago,IL,60649",Canvass,11/19/2012,Fail,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: OBSERVED 20-30 MICE DROPPINGS ON FLOOR ALONG WALLS UNDER CANNED GOODS, 3 MICE DROPPINGS ON TOP OF CANNED SALSA, LIMA BEANS AND SPAGHETTI SAUCE, 10-15 MICE DROPPINGS ON FLOOR IN CORNER NEAR SAFE, 3 MICE DROPPINGS ON SPRING WATER BOX AND UNUSED SLICER IN DRY STORAGE AREA, 5 MICE DROPPINGS ON HAND SOAP BOX IN PREP AREA, 3 MICE DROPPINGS ON TRAY UNDER BREAD STORAGE, 10-15 MICE DROPPINGS INSIDE RADIATORS, 1 MOUSE DROPPING ON BASE OF HOT HOLDING UNIT IN SERVING AREA. INSTRUCTED MANAGER TO CALL AN EXTERMINATOR FOR SERVICE, CLEAN AND SANITIZE ALL AREAS. EXIT DOOR #2 NOT RODENT PROOFED, 1/4' GAP BETWEEN DOORS. SEAL ALL OUTER OPENINGS ON ALL DOORS TO PREVENT PEST ENTRY. SERIOUS VIOLATION 7-38-020 CITATION ISSUED. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CLEAN FLOORS UNDER ALL EQUIPMENT, ALONG WALLS AND IN ALL CORNERS IN PREP AND STORAGE AREAS. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CLEAN ALL CANNED GOODS AND SHELVES IN DRY STORAGE AND PREP AREAS. CLEAN RADIATORS IN LUNCHROOM. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: SEAL ALL OPENINGS IN WALLS ALONG BASEBOARDS IN DRY STORAGE AREA. SEAL OPENING AROUND PIPE FITTING ABOVE COFFEE PREP IN KITCHEN. REMOVE PEELING PAINT ON CEILING IN BOYS WASHROOM NEAR AUDITORIUM. REPAIR CEILING IN MECHANICAL ROOM. SEAL ALL CRACKS IN WALL TILES IN WASHROOMS. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: REPAIR LEAKING FAUCET ON SINK IN TEACHERS LOUNGE. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: REMOVE ALL UNUSED EQUIPMENT AND ORGANIZE ALL STORAGE AREAS TO PREVENT PEST HARBORAGE."
660003,2003/12/21,THE DINING ROOM AT KENDALL NFP,THE DINING ROOM,1963511,Restaurant,Risk 1 (High),900 N NORTH BRANCH ST,"Chicago,IL,60642",Canvass,01/13/2012,Pass w/ Conditions,"16. FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION - Comments: All food should be properly protected from contamination during storage, preparation, display, service, and transportation. 
 
SOURCE OF CROSS CONTAMINATION, INTERIOR OF ICE MACHINE, TOP AREA OF MACHINE AND INTERIOR PANELS, APPEARS TO HAVE MOLD BUILD-UP, NOT CLEAN, INSTRUCTED TO DISCONTINUE USE, AND USE PRE PACKAGE ICE, UNTIL MACHINE IS CLEAN, MACHINE TAGGED, INSTRUCTED TO FAX A LETTER TO CDPH ONCE MACHINE IS PROPERLY CLEAN AND SANITIZE, FAX #312746-4240  
 
SERIOUS CITATION ISSUED: 7-38-005 (A) | 31. CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES - Comments: Containers and utensils shall be inverted, covered, or otherwise protected from contamination until used.  All single-service drinking straws and containers shall be discarded immediately after use. 
 
MUST INVERT ALL MULTI USE UTENSIL, FLAT WARE, POTS, AND PANS TO PROTECT FROM CONTAMINATION 
 
 | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: All food and non-food contact surfaces of equipment and all food storage utensils shall be thoroughly cleaned and sanitized daily. 
 
MUST CLEAN INTERIOR CABINETS UNDER COUNTER AREA BY STORAGE ROOM | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: The floors shall be constructed per code, be smooth and easily cleaned, and be kept clean and in good repair. 
 
FLOORS IN STORAGE AREA NEEDS DETAIL CLEANING | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: Shielding to protect against broken glass falling into food shall be provided for all artificial lighting sources in preparation, service, and display facilities. 
 
LIGHT SHIELDS NEEDS DETAILED CLEANING IN PREP AREA | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: The walls and ceilings shall be in good repair and easily cleaned. 
 
MUST REMOVE ALL DUST FROM CEILING PREP AREA KITCHEN | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: Ventilation: All plumbing fixtures, such as toilets, sinks, washbasins, etc., must be adequately trapped, vented, and re-vented and properly connected to the sewer in accordance with the plumbing chapter of the Municipal Code of Chicago and the Rules and Regulations of the Board of Health. 
 
MUST REPAIR SLOW DRAINING HAND SINKS IN KITCHEN PREP AREA | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: All food establishments that display, prepare, or store potentially hazardous foods shall have calibrated metal stem thermometers, provided and conspicuous, for refrigerated and hot food units. 
 
MUST PROVIDE THERMOMETERS INSIDE ALL COOLERS AND FREEZERS | 43. FOOD (ICE) DISPENSING UTENSILS, WASH CLOTHS PROPERLY STORED - Comments: Between uses and during storage ice dispensing utensils and ice receptacles shall be stored in a way that protects them from contamination. 
 
MUST PROVIDE A BUCKET FOR ICE SCOOP, RESTRICT STORING ON WALL"
1279281,2005/06/06,MCDONALD'S CORPORATION,MCDONALD'S CORPORATION,1243048,Restaurant,Risk 2 (Medium),23 N WESTERN AVE,"Chicago,IL,60612",Short Form Complaint,11/09/2012,Pass,"38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: THE DRAIN OF THE 1 COMPARTMENT SINK NEXT TO THE ICE MACHINE HAS BEEN DISASSEMBLED AND THE SINK IS OUT OF ORDER; REPAIR, REPLACE OR REMOVE SAID SINK"
